title_original,title_clean,active_since_days,duration_seconds,total_views,views_by_day,view_category_quantile,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,title_tokens,title_lemmas,has_question,has_exclamation,uppercase_ratio,capital_count,swear_word_count
27 MAKEUP HACKS YOU'D WISH YOU'D KNOWN EARLIER,27 makeup hacks youd wish youd known earlier,730,1200,481518,659,1,46,8,2,7,0,2,5.75,1,1,0.0,"['27', 'makeup', 'hacks', 'youd', 'wish', 'youd', 'known', 'earlier']","['27', 'makeup', 'hack', 'youd', 'wish', 'youd', 'known', 'earlier']",0,0,0.875,35,0
25 USEFUL HAIR HACKS,25 useful hair hacks,730,960,1179032,1615,2,20,4,0,3,0,0,5.0,1,1,0.3,"['25', 'useful', 'hair', 'hacks']","['25', 'useful', 'hair', 'hack']",0,0,0.75,15,0
25 EXTRAORDINARY HACKS THAT WILL MAKE YOU SAY WOW,25 extraordinary hacks that will make you say wow,730,818,2246895,3077,3,49,9,0,8,0,3,5.444444444444445,1,1,0.2166666666666666,"['25', 'extraordinary', 'hacks', 'that', 'will', 'make', 'you', 'say', 'wow']","['25', 'extraordinary', 'hack', 'that', 'will', 'make', 'you', 'say', 'wow']",0,0,0.8888888888888888,39,0
31 AMAZING AND QUICK BEAUTY TRICKS,31 amazing and quick beauty tricks,730,900,3614478,4951,3,34,6,0,5,0,1,5.666666666666667,1,1,0.4666666666666667,"['31', 'amazing', 'and', 'quick', 'beauty', 'tricks']","['31', 'amazing', 'and', 'quick', 'beauty', 'trick']",0,0,0.8333333333333334,27,0
25 CRAZY BEAUTY HACKS THAT ARE SURPRISINGLY EFFECTIVE,25 crazy beauty hacks that are surprisingly effective,730,900,640642,877,1,53,8,0,7,0,2,6.625,1,1,0.0,"['25', 'crazy', 'beauty', 'hacks', 'that', 'are', 'surprisingly', 'effective']","['25', 'crazy', 'beauty', 'hack', 'that', 'are', 'surprisingly', 'effective']",0,0,0.875,44,0
25 CLEANING HACKS TO SPEED UP YOUR ROUTINE,25 cleaning hacks to speed up your routine,730,737,18638710,25532,4,42,8,0,7,0,3,5.25,1,1,0.0,"['25', 'cleaning', 'hacks', 'to', 'speed', 'up', 'your', 'routine']","['25', 'cleaning', 'hack', 'to', 'speed', 'up', 'your', 'routine']",0,0,0.875,33,0
25 SMART KITCHEN HACKS THAT WILL MAKE YOUR LIFE EASIER,25 smart kitchen hacks that will make your life easier,730,762,389782,533,0,54,10,0,9,0,3,5.4,1,1,0.2142857142857142,"['25', 'smart', 'kitchen', 'hacks', 'that', 'will', 'make', 'your', 'life', 'easier']","['25', 'smart', 'kitchen', 'hack', 'that', 'will', 'make', 'your', 'life', 'easier']",0,0,0.9,43,0
26 CLEVER LIFE HACKS FOR ANY OCCASION,26 clever life hacks for any occasion,730,1020,1513275,2072,2,37,7,0,6,0,2,5.285714285714286,1,1,0.1666666666666666,"['26', 'clever', 'life', 'hacks', 'for', 'any', 'occasion']","['26', 'clever', 'life', 'hack', 'for', 'any', 'occasion']",0,0,0.8571428571428571,29,0
IMPROVE YOUR DRAWING SKILLS WITH THESE 16 TIPS,improve your drawing skills with these 16 tips,730,1140,1088745,1491,2,46,8,0,7,0,3,5.75,1,0,0.0,"['improve', 'your', 'drawing', 'skills', 'with', 'these', '16', 'tips']","['improve', 'your', 'drawing', 'skill', 'with', 'these', '16', 'tip']",0,0,0.875,37,0
24 COOL EVERYDAY HACKS,24 cool everyday hacks,730,900,8337899,11421,4,22,4,0,3,0,0,5.5,1,1,0.0749999999999999,"['24', 'cool', 'everyday', 'hacks']","['24', 'cool', 'everyday', 'hack']",0,0,0.75,17,0
33 LIFE-CHANGING HACKS,33 lifechanging hacks,730,960,989781,1355,2,22,3,1,2,0,0,7.333333333333333,1,1,0.0,"['33', 'lifechanging', 'hacks']","['33', 'lifechanging', 'hack']",0,0,0.6666666666666666,17,0
ARE YOU FED UP? 35 HACKS TO MAKE YOUR LIFE EASIER,are you fed up 35 hacks to make your life easier,730,1320,436027,597,0,49,11,1,10,0,4,4.454545454545454,1,0,0.0,"['are', 'you', 'fed', 'up', '35', 'hacks', 'to', 'make', 'your', 'life', 'easier']","['are', 'you', 'fed', 'up', '35', 'hack', 'to', 'make', 'your', 'life', 'easier']",1,0,0.9090909090909091,36,0
33 AMAZING COCA COLA LIFE HACKS,33 amazing coca cola life hacks,730,648,668803,916,1,31,6,0,5,0,0,5.166666666666667,1,1,0.6000000000000001,"['33', 'amazing', 'coca', 'cola', 'life', 'hacks']","['33', 'amazing', 'coca', 'cola', 'life', 'hack']",0,0,0.8333333333333334,24,0
24 SIMPLE BUT SWEET FOOD HACKS,24 simple but sweet food hacks,730,1380,2662761,3647,3,30,6,0,5,0,1,5.0,1,1,0.175,"['24', 'simple', 'but', 'sweet', 'food', 'hacks']","['24', 'simple', 'but', 'sweet', 'food', 'hack']",0,0,0.8333333333333334,23,0
99 SPLENDID BEAUTY HACKS LIVE,99 splendid beauty hacks live,730,4500,2504097,3430,3,29,5,0,4,0,0,5.8,1,1,0.4848484848484848,"['99', 'splendid', 'beauty', 'hacks', 'live']","['99', 'splendid', 'beauty', 'hack', 'live']",0,0,0.8,23,0
22 EXTRAORDINARY LIFE HACKS YOU SHOULD TRY RIGHT NOW,22 extraordinary life hacks you should try right now,730,844,515973,706,1,52,9,0,8,0,3,5.777777777777778,1,1,0.3095238095238095,"['22', 'extraordinary', 'life', 'hacks', 'you', 'should', 'try', 'right', 'now']","['22', 'extraordinary', 'life', 'hack', 'you', 'should', 'try', 'right', 'now']",0,0,0.8888888888888888,42,0
25 HACKS THAT WILL SURPRISE YOU,25 hacks that will surprise you,730,900,677351,927,1,31,6,0,5,0,3,5.166666666666667,1,1,0.0,"['25', 'hacks', 'that', 'will', 'surprise', 'you']","['25', 'hack', 'that', 'will', 'surprise', 'you']",0,0,0.8333333333333334,24,0
25 AWESOME LIFE HACKS FOR YOUR FAVORITE FOOD,25 awesome life hacks for your favorite food,730,1200,3551689,4865,3,44,8,0,7,0,2,5.5,1,1,0.75,"['25', 'awesome', 'life', 'hacks', 'for', 'your', 'favorite', 'food']","['25', 'awesome', 'life', 'hack', 'for', 'your', 'favorite', 'food']",0,0,0.875,35,0
CAN YOU BELIEVE THIS IS NOT MAGIC?,can you believe this is not magic,730,882,875446,1199,1,34,7,1,7,0,5,4.857142857142857,0,0,-0.25,"['can', 'you', 'believe', 'this', 'is', 'not', 'magic']","['can', 'you', 'believe', 'this', 'is', 'not', 'magic']",1,0,1.0,27,0
32 BRILLIANT CLOTHING HACKS,32 brilliant clothing hacks,730,960,14585690,19980,4,27,4,0,3,0,0,6.75,1,1,0.9,"['32', 'brilliant', 'clothing', 'hacks']","['32', 'brilliant', 'clothing', 'hack']",0,0,0.75,22,0
26 EXCELLENT HACKS EVERY MAN WILL FIND USEFUL,26 excellent hacks every man will find useful,730,1020,443731,607,0,45,8,0,7,0,1,5.625,1,1,0.65,"['26', 'excellent', 'hacks', 'every', 'man', 'will', 'find', 'useful']","['26', 'excellent', 'hack', 'every', 'man', 'will', 'find', 'useful']",0,0,0.875,36,0
34 GENIUS RECYCLING HACKS FROM THINGS YOU HAVE AT HOME,34 genius recycling hacks from things you have at home,730,1200,3440380,4712,3,54,10,0,9,0,4,5.4,1,1,0.0,"['34', 'genius', 'recycling', 'hacks', 'from', 'things', 'you', 'have', 'at', 'home']","['34', 'genius', 'recycling', 'hack', 'from', 'thing', 'you', 'have', 'at', 'home']",0,0,0.9,43,0
21 USEFUL SPONGE LIFE HACKS,21 useful sponge life hacks,730,436,425200,582,0,27,5,0,4,0,0,5.4,1,1,0.3,"['21', 'useful', 'sponge', 'life', 'hacks']","['21', 'useful', 'sponge', 'life', 'hack']",0,0,0.8,21,0
27 GENIUS HACKS FOR WINTER,27 genius hacks for winter,730,1140,4357531,5969,3,26,5,0,4,0,1,5.2,1,1,0.0,"['27', 'genius', 'hacks', 'for', 'winter']","['27', 'genius', 'hack', 'for', 'winter']",0,0,0.8,20,0
21 PRETTY PAPER FLOWERS,21 pretty paper flowers,730,1140,909635,1246,1,23,4,0,3,0,0,5.75,1,1,0.25,"['21', 'pretty', 'paper', 'flowers']","['21', 'pretty', 'paper', 'flower']",0,0,0.75,18,0
22 AWESOME CRAFTS,22 awesome crafts,730,1320,4632381,6345,3,17,3,0,2,0,0,5.666666666666667,1,1,1.0,"['22', 'awesome', 'crafts']","['22', 'awesome', 'craft']",0,0,0.6666666666666666,13,0
26 THINGS YOU KEEP DOING WRONG,26 things you keep doing wrong,730,900,5128163,7024,3,30,6,0,5,0,2,5.0,1,1,-0.5,"['26', 'things', 'you', 'keep', 'doing', 'wrong']","['26', 'thing', 'you', 'keep', 'doing', 'wrong']",0,0,0.8333333333333334,23,0
16 AWESOME DRAWING TRICKS,16 awesome drawing tricks,730,1200,10717280,14681,4,25,4,0,3,0,0,6.25,1,1,1.0,"['16', 'awesome', 'drawing', 'tricks']","['16', 'awesome', 'drawing', 'trick']",0,0,0.75,20,0
31 COOKING HACKS THAT WILL SURPRISE YOU,31 cooking hacks that will surprise you,730,1140,8585425,11760,4,39,7,0,6,0,3,5.571428571428571,1,1,0.0,"['31', 'cooking', 'hacks', 'that', 'will', 'surprise', 'you']","['31', 'cooking', 'hack', 'that', 'will', 'surprise', 'you']",0,0,0.8571428571428571,31,0
30 BRILLIANT HAIR HACKS THAT’LL MAKE YOUR LIFE EASIER,30 brilliant hair hacks thatll make your life easier,730,900,1440813,1973,2,53,9,0,8,0,1,5.888888888888889,1,1,0.9,"['30', 'brilliant', 'hair', 'hacks', 'thatll', 'make', 'your', 'life', 'easier']","['30', 'brilliant', 'hair', 'hack', 'thatll', 'make', 'your', 'life', 'easier']",0,0,0.8888888888888888,42,0
29 HACKS FOR AWKWARD MOMENTS || WE'VE ALL BEEN THERE,29 hacks for awkward moments weve all been there,730,731,8760149,12000,4,52,10,3,8,0,4,5.2,1,1,-0.6,"['29', 'hacks', 'for', 'awkward', 'moments', 'weve', 'all', 'been', 'there']","['29', 'hack', 'for', 'awkward', 'moment', 'weve', 'all', 'been', 'there']",0,0,0.8,38,0
17 DIYS AGAINST STRESS,17 diys against stress,730,1140,1442528,1976,2,22,4,0,3,0,1,5.5,1,1,0.0,"['17', 'diys', 'against', 'stress']","['17', 'diys', 'against', 'stress']",0,0,0.75,17,0
28 QUICK HACKS THAT CAN MAKE YOUR LIFE BETTER,28 quick hacks that can make your life better,730,1020,3470811,4754,3,45,9,0,8,0,3,5.0,1,1,0.4166666666666666,"['28', 'quick', 'hacks', 'that', 'can', 'make', 'your', 'life', 'better']","['28', 'quick', 'hack', 'that', 'can', 'make', 'your', 'life', 'better']",0,0,0.8888888888888888,35,0
27 EASY MAGIC TRICKS,27 easy magic tricks,730,1020,41619303,57012,4,20,4,0,3,0,0,5.0,1,1,0.4666666666666667,"['27', 'easy', 'magic', 'tricks']","['27', 'easy', 'magic', 'trick']",0,0,0.75,15,0
25 BEST HACKS FOR YOUR SMARTPHONE,25 best hacks for your smartphone,730,407,646806,886,1,33,6,0,5,0,2,5.5,1,1,1.0,"['25', 'best', 'hacks', 'for', 'your', 'smartphone']","['25', 'best', 'hack', 'for', 'your', 'smartphone']",0,0,0.8333333333333334,26,0
23 UNUSUAL TRICKS FOR DRAWING,23 unusual tricks for drawing,730,1140,3232269,4427,3,29,5,0,4,0,1,5.8,1,1,0.2,"['23', 'unusual', 'tricks', 'for', 'drawing']","['23', 'unusual', 'trick', 'for', 'drawing']",0,0,0.8,23,0
22 FANTASTIC CEMENT AND CLAY DIY IDEAS,22 fantastic cement and clay diy ideas,730,960,376133,515,0,38,7,0,6,0,1,5.428571428571429,1,1,0.4,"['22', 'fantastic', 'cement', 'and', 'clay', 'diy', 'ideas']","['22', 'fantastic', 'cement', 'and', 'clay', 'diy', 'idea']",0,0,0.8571428571428571,30,0
25 BRILLIANT HACKS FOR EVERY OCCASION,25 brilliant hacks for every occasion,730,960,33008597,45217,4,37,6,0,5,0,1,6.166666666666667,1,1,0.9,"['25', 'brilliant', 'hacks', 'for', 'every', 'occasion']","['25', 'brilliant', 'hack', 'for', 'every', 'occasion']",0,0,0.8333333333333334,30,0
100 HACKS THAT REALLY WORK,100 hacks that really work,730,3720,1488555,2039,2,26,5,0,4,0,1,5.2,1,1,0.2,"['100', 'hacks', 'that', 'really', 'work']","['100', 'hack', 'that', 'really', 'work']",0,0,0.8,19,0
25 AMAZING DIY IDEAS FOR YOU,25 amazing diy ideas for you,730,1020,2038040,2791,2,28,6,0,5,0,2,4.666666666666667,1,1,0.6000000000000001,"['25', 'amazing', 'diy', 'ideas', 'for', 'you']","['25', 'amazing', 'diy', 'idea', 'for', 'you']",0,0,0.8333333333333334,21,0
27 SIMPLE CLOTHES HACKS YOU SHOULD LEARN,27 simple clothes hacks you should learn,730,892,257228,352,0,40,7,0,6,0,2,5.714285714285714,1,1,0.0,"['27', 'simple', 'clothes', 'hacks', 'you', 'should', 'learn']","['27', 'simple', 'clothes', 'hack', 'you', 'should', 'learn']",0,0,0.8571428571428571,32,0
23 CRAZY EASY WINTER HACKS,23 crazy easy winter hacks,730,846,438669,600,0,26,5,0,4,0,0,5.2,1,1,-0.0833333333333333,"['23', 'crazy', 'easy', 'winter', 'hacks']","['23', 'crazy', 'easy', 'winter', 'hack']",0,0,0.8,20,0
31 WEIRD LIFE HACKS THAT SURPRISINGLY WORK,31 weird life hacks that surprisingly work,730,843,930338,1274,1,42,7,0,6,0,1,6.0,1,1,0.0999999999999999,"['31', 'weird', 'life', 'hacks', 'that', 'surprisingly', 'work']","['31', 'weird', 'life', 'hack', 'that', 'surprisingly', 'work']",0,0,0.8571428571428571,34,0
33 HOLY GRAIL DOLLAR STORE HACKS,33 holy grail dollar store hacks,730,796,909512,1245,1,32,6,0,5,0,0,5.333333333333333,1,1,0.0,"['33', 'holy', 'grail', 'dollar', 'store', 'hacks']","['33', 'holy', 'grail', 'dollar', 'store', 'hack']",0,0,0.8333333333333334,25,0
14 COOL SQUISHY IDEAS,14 cool squishy ideas,730,780,682114,934,1,21,4,0,3,0,0,5.25,1,1,0.35,"['14', 'cool', 'squishy', 'ideas']","['14', 'cool', 'squishy', 'idea']",0,0,0.75,16,0
23 TIME SAVING COOKING HACKS,23 time saving cooking hacks,730,715,432422,592,0,28,5,0,4,0,0,5.6,1,1,0.0,"['23', 'time', 'saving', 'cooking', 'hacks']","['23', 'time', 'saving', 'cooking', 'hack']",0,0,0.8,22,0
24 CRAZY GLUE GUN HACKS,24 crazy glue gun hacks,730,1380,402510,551,0,23,5,0,4,0,0,4.6,1,1,-0.6,"['24', 'crazy', 'glue', 'gun', 'hacks']","['24', 'crazy', 'glue', 'gun', 'hack']",0,0,0.8,17,0
25 SIMPLE AND CHEAP HACKS FOR YOUR BEAUTY AND HEALTH,25 simple and cheap hacks for your beauty and health,730,1140,19098877,26162,4,52,10,0,9,0,4,5.2,1,1,0.2,"['25', 'simple', 'and', 'cheap', 'hacks', 'for', 'your', 'beauty', 'and', 'health']","['25', 'simple', 'and', 'cheap', 'hack', 'for', 'your', 'beauty', 'and', 'health']",0,0,0.9,41,0
29 HACKS NO GIRL SHOULD LIVE WITHOUT,29 hacks no girl should live without,730,850,309220,423,0,36,7,0,6,0,2,5.142857142857143,1,1,0.1363636363636363,"['29', 'hacks', 'no', 'girl', 'should', 'live', 'without']","['29', 'hack', 'no', 'girl', 'should', 'live', 'without']",0,0,0.8571428571428571,28,0
31 AMAZINGLY CUTE LIFE HACKS WITH WEIRD THINGS,31 amazingly cute life hacks with weird things,730,772,460115,630,1,46,8,0,7,0,1,5.75,1,1,0.0,"['31', 'amazingly', 'cute', 'life', 'hacks', 'with', 'weird', 'things']","['31', 'amazingly', 'cute', 'life', 'hack', 'with', 'weird', 'thing']",0,0,0.875,37,0
35 USEFUL DIY CRAFTS WITH PLASTIC ITEMS,35 useful diy crafts with plastic items,730,1800,2660781,3644,3,39,7,0,6,0,1,5.571428571428571,1,1,0.3,"['35', 'useful', 'diy', 'crafts', 'with', 'plastic', 'items']","['35', 'useful', 'diy', 'craft', 'with', 'plastic', 'item']",0,0,0.8571428571428571,31,0
30 HANDY HACKS WITH ORDINARY THINGS,30 handy hacks with ordinary things,730,1020,316119,433,0,35,6,0,5,0,1,5.833333333333333,1,1,0.175,"['30', 'handy', 'hacks', 'with', 'ordinary', 'things']","['30', 'handy', 'hack', 'with', 'ordinary', 'thing']",0,0,0.8333333333333334,28,0
28 CRAZY FOOD HACKS AND TRICKS,28 crazy food hacks and tricks,730,960,1905040,2609,2,30,6,0,5,0,1,5.0,1,1,-0.6,"['28', 'crazy', 'food', 'hacks', 'and', 'tricks']","['28', 'crazy', 'food', 'hack', 'and', 'trick']",0,0,0.8333333333333334,23,0
100 BEST HACKS FOR YOUR PHONE AND COMPUTER,100 best hacks for your phone and computer,730,2460,899868,1232,1,42,8,0,7,0,3,5.25,1,1,1.0,"['100', 'best', 'hacks', 'for', 'your', 'phone', 'and', 'computer']","['100', 'best', 'hack', 'for', 'your', 'phone', 'and', 'computer']",0,0,0.875,32,0
36 CRAZY LIFE HACKS FOR YOU,36 crazy life hacks for you,730,1020,10435176,14294,4,27,6,0,5,0,2,4.5,1,1,-0.6,"['36', 'crazy', 'life', 'hacks', 'for', 'you']","['36', 'crazy', 'life', 'hack', 'for', 'you']",0,0,0.8333333333333334,20,0
25 EMERGENCY LIFE HACKS THAT CAN SAVE YOUR LIFE,25 emergency life hacks that can save your life,730,960,332725,455,0,47,9,0,8,0,3,5.222222222222222,1,1,0.0,"['25', 'emergency', 'life', 'hacks', 'that', 'can', 'save', 'your', 'life']","['25', 'emergency', 'life', 'hack', 'that', 'can', 'save', 'your', 'life']",0,0,0.8888888888888888,37,0
22 GENIUS HACKS TO SAVE YOUR CLOTHES,22 genius hacks to save your clothes,730,822,469749,643,1,36,7,0,6,0,2,5.142857142857143,1,1,0.0,"['22', 'genius', 'hacks', 'to', 'save', 'your', 'clothes']","['22', 'genius', 'hack', 'to', 'save', 'your', 'clothes']",0,0,0.8571428571428571,28,0
15 CHEAP AND EASY DIY FURNITURE,15 cheap and easy diy furniture,730,649,562416,770,1,31,6,0,5,0,1,5.166666666666667,1,1,0.4166666666666667,"['15', 'cheap', 'and', 'easy', 'diy', 'furniture']","['15', 'cheap', 'and', 'easy', 'diy', 'furniture']",0,0,0.8333333333333334,24,0
25 AWESOME KITCHEN HACKS YOU WILL LOVE,25 awesome kitchen hacks you will love,730,828,1383248,1894,2,38,7,0,6,0,2,5.428571428571429,1,1,0.75,"['25', 'awesome', 'kitchen', 'hacks', 'you', 'will', 'love']","['25', 'awesome', 'kitchen', 'hack', 'you', 'will', 'love']",0,0,0.8571428571428571,30,0
29 HANDY EVERYDAY LIFE HACKS,29 handy everyday life hacks,730,772,7835314,10733,4,28,5,0,4,0,0,5.6,1,1,0.1999999999999999,"['29', 'handy', 'everyday', 'life', 'hacks']","['29', 'handy', 'everyday', 'life', 'hack']",0,0,0.8,22,0
15 GENIUS ART HACKS AND IDEAS,15 genius art hacks and ideas,730,1260,3116177,4268,3,29,6,0,5,0,1,4.833333333333333,1,1,0.0,"['15', 'genius', 'art', 'hacks', 'and', 'ideas']","['15', 'genius', 'art', 'hack', 'and', 'idea']",0,0,0.8333333333333334,22,0
26 COOL HACKS YOU WILL FIND USEFUL,26 cool hacks you will find useful,730,900,283093,387,0,34,7,0,6,0,2,4.857142857142857,1,1,0.3249999999999999,"['26', 'cool', 'hacks', 'you', 'will', 'find', 'useful']","['26', 'cool', 'hack', 'you', 'will', 'find', 'useful']",0,0,0.8571428571428571,26,0
27 UNBELIEVABLE YET EFFECTIVE LIFE HACKS,27 unbelievable yet effective life hacks,730,878,2408700,3299,3,40,6,0,5,0,0,6.666666666666667,1,1,0.175,"['27', 'unbelievable', 'yet', 'effective', 'life', 'hacks']","['27', 'unbelievable', 'yet', 'effective', 'life', 'hack']",0,0,0.8333333333333334,33,0
26 SHOCKING HACKS WITH WATER,26 shocking hacks with water,730,684,11457001,15694,4,28,5,0,4,0,1,5.6,1,1,-1.0,"['26', 'shocking', 'hacks', 'with', 'water']","['26', 'shocking', 'hack', 'with', 'water']",0,0,0.8,22,0
29 FLAWLESS GIRLS' HACKS NO MAN SHOULD KNOW,29 flawless girls hacks no man should know,730,1140,502374,688,1,43,8,1,7,0,2,5.375,1,1,1.0,"['29', 'flawless', 'girls', 'hacks', 'no', 'man', 'should', 'know']","['29', 'flawless', 'girl', 'hack', 'no', 'man', 'should', 'know']",0,0,0.875,33,0
26 CRAZY CLOTHING HACKS YOU HAVE TO TRY YOURSELF,26 crazy clothing hacks you have to try yourself,730,900,786913,1077,1,48,9,0,8,0,4,5.333333333333333,1,1,-0.6,"['26', 'crazy', 'clothing', 'hacks', 'you', 'have', 'to', 'try', 'yourself']","['26', 'crazy', 'clothing', 'hack', 'you', 'have', 'to', 'try', 'yourself']",0,0,0.8888888888888888,38,0
32 AMAZING DECOR IDEAS FROM SIMPLE THINGS,32 amazing decor ideas from simple things,730,900,13052789,17880,4,41,7,0,6,0,1,5.857142857142857,1,1,0.3,"['32', 'amazing', 'decor', 'ideas', 'from', 'simple', 'things']","['32', 'amazing', 'decor', 'idea', 'from', 'simple', 'thing']",0,0,0.8571428571428571,33,0
23 KITCHEN HACKS TO SPEED UP YOUR COOKING ROUTINE,23 kitchen hacks to speed up your cooking routine,730,653,3239879,4438,3,49,9,0,8,0,3,5.444444444444445,1,1,0.0,"['23', 'kitchen', 'hacks', 'to', 'speed', 'up', 'your', 'cooking', 'routine']","['23', 'kitchen', 'hack', 'to', 'speed', 'up', 'your', 'cooking', 'routine']",0,0,0.8888888888888888,39,0
24 LIFE HACKS FOR KIDS AND THEIR PARENTS,24 life hacks for kids and their parents,730,887,2402436,3291,3,40,8,0,7,0,3,5.0,1,1,0.0,"['24', 'life', 'hacks', 'for', 'kids', 'and', 'their', 'parents']","['24', 'life', 'hack', 'for', 'kid', 'and', 'their', 'parent']",0,0,0.875,31,0
19 EXTREMELY DELICIOUS RECIPES TO TRY,19 extremely delicious recipes to try,730,1020,755833,1035,1,37,6,0,5,0,1,6.166666666666667,1,1,1.0,"['19', 'extremely', 'delicious', 'recipes', 'to', 'try']","['19', 'extremely', 'delicious', 'recipe', 'to', 'try']",0,0,0.8333333333333334,30,0
22 COOL SAND IDEAS,22 cool sand ideas,730,729,314707,431,0,18,4,0,3,0,0,4.5,1,1,0.35,"['22', 'cool', 'sand', 'ideas']","['22', 'cool', 'sand', 'idea']",0,0,0.75,13,0
22 AWESOME CLEANING HACKS,22 awesome cleaning hacks,730,572,2387870,3271,3,25,4,0,3,0,0,6.25,1,1,1.0,"['22', 'awesome', 'cleaning', 'hacks']","['22', 'awesome', 'cleaning', 'hack']",0,0,0.75,20,0
21 FLAWLESS BEAUTY TRICKS YOU SHOULD TRY NOW,21 flawless beauty tricks you should try now,730,506,1004183,1375,2,44,8,0,7,0,3,5.5,1,1,1.0,"['21', 'flawless', 'beauty', 'tricks', 'you', 'should', 'try', 'now']","['21', 'flawless', 'beauty', 'trick', 'you', 'should', 'try', 'now']",0,0,0.875,35,0
24 INSANELY EASY KITCHEN HACKS TO TRY RIGHT NOW,24 insanely easy kitchen hacks to try right now,730,889,556292,762,1,47,9,0,8,0,2,5.222222222222222,1,1,0.3595238095238095,"['24', 'insanely', 'easy', 'kitchen', 'hacks', 'to', 'try', 'right', 'now']","['24', 'insanely', 'easy', 'kitchen', 'hack', 'to', 'try', 'right', 'now']",0,0,0.8888888888888888,37,0
15 LIFE HACKS WITH BALLOONS,15 life hacks with balloons,730,367,269320,368,0,27,5,0,4,0,1,5.4,1,1,0.0,"['15', 'life', 'hacks', 'with', 'balloons']","['15', 'life', 'hack', 'with', 'balloon']",0,0,0.8,21,0
23 TOTALLY EASY MAKEUP TRICKS,23 totally easy makeup tricks,730,665,367102,502,0,29,5,0,4,0,0,5.8,1,1,0.4333333333333333,"['23', 'totally', 'easy', 'makeup', 'tricks']","['23', 'totally', 'easy', 'makeup', 'trick']",0,0,0.8,23,0
23 AWESOME COOKING HACKS TO BLOW YOUR MIND,23 awesome cooking hacks to blow your mind,730,1140,595055,815,1,42,8,0,7,0,2,5.25,1,1,1.0,"['23', 'awesome', 'cooking', 'hacks', 'to', 'blow', 'your', 'mind']","['23', 'awesome', 'cooking', 'hack', 'to', 'blow', 'your', 'mind']",0,0,0.875,33,0
21 SMART DRAWING HACKS,21 smart drawing hacks,730,679,17148494,23491,4,22,4,0,3,0,0,5.5,1,1,0.2142857142857142,"['21', 'smart', 'drawing', 'hacks']","['21', 'smart', 'drawing', 'hack']",0,0,0.75,17,0
23 THINGS YOUR BODY IS TRYING TO TELL YOU,23 things your body is trying to tell you,730,672,266802,365,0,41,9,0,8,0,4,4.555555555555555,1,1,0.0,"['23', 'things', 'your', 'body', 'is', 'trying', 'to', 'tell', 'you']","['23', 'thing', 'your', 'body', 'is', 'trying', 'to', 'tell', 'you']",0,0,0.8888888888888888,31,0
25 HACKS TO MAKE YOUR HOME MORE STYLISH,25 hacks to make your home more stylish,730,542,382264,523,0,39,8,0,7,0,3,4.875,1,1,0.5,"['25', 'hacks', 'to', 'make', 'your', 'home', 'more', 'stylish']","['25', 'hack', 'to', 'make', 'your', 'home', 'more', 'stylish']",0,0,0.875,30,0
22 HACKS FOR COZY HOME,22 hacks for cozy home,730,960,903897,1238,1,22,5,0,4,0,1,4.4,1,1,-0.1999999999999999,"['22', 'hacks', 'for', 'cozy', 'home']","['22', 'hack', 'for', 'cozy', 'home']",0,0,0.8,16,0
21 LIFE HACKS WITH COCA-COLA,21 life hacks with cocacola,730,708,1911267,2618,2,28,5,1,4,0,1,5.6,1,1,0.0,"['21', 'life', 'hacks', 'with', 'cocacola']","['21', 'life', 'hack', 'with', 'cocacola']",0,0,0.8,21,0
30 LIFE HACKS TO SPEED UP YOUR BEAUTY ROUTINE,30 life hacks to speed up your beauty routine,730,900,918503,1258,1,45,9,0,8,0,3,5.0,1,1,0.0,"['30', 'life', 'hacks', 'to', 'speed', 'up', 'your', 'beauty', 'routine']","['30', 'life', 'hack', 'to', 'speed', 'up', 'your', 'beauty', 'routine']",0,0,0.8888888888888888,35,0
24 GENIUS LIFE-SAVING HACKS,24 genius lifesaving hacks,730,788,807142,1105,1,27,4,1,3,0,0,6.75,1,1,0.0,"['24', 'genius', 'lifesaving', 'hacks']","['24', 'genius', 'lifesaving', 'hack']",0,0,0.75,21,0
26 SHOCKING FOOD HACKS YOU HAD TO KNOW EARLIER,26 shocking food hacks you had to know earlier,730,756,5447592,7462,3,46,9,0,8,0,3,5.111111111111111,1,1,-0.5,"['26', 'shocking', 'food', 'hacks', 'you', 'had', 'to', 'know', 'earlier']","['26', 'shocking', 'food', 'hack', 'you', 'had', 'to', 'know', 'earlier']",0,0,0.8888888888888888,36,0
24 EASY DIYs TO MAKE IN NO TIME,24 easy diys to make in no time,730,1140,6299540,8629,4,31,8,0,6,0,3,3.875,1,1,0.4333333333333333,"['24', 'easy', 'diys', 'to', 'make', 'in', 'no', 'time']","['24', 'easy', 'diys', 'to', 'make', 'in', 'no', 'time']",0,0,0.75,21,0
27 CRAZY MAKEUP HACKS,27 crazy makeup hacks,730,570,629248,861,1,21,4,0,3,0,0,5.25,1,1,-0.6,"['27', 'crazy', 'makeup', 'hacks']","['27', 'crazy', 'makeup', 'hack']",0,0,0.75,16,0
